user_id;total_orders;total_revenue
631e249adf5e0b1702afab6a;152;5892573
631e6372516d7c2adcebeebe;152;1245378
631e3d58f6f16759f9da4830;151;2448410
631e449d049b5bbe31459f6b;150;733468
64d06f6bdf0ae8fed715ec4f;150;7275655
6320451a36adb3394d504bd6;150;5078581
631e0d91df5e0b1702af6cfb;149;42473278
631e2cfadf5e0b1702afeb97;149;50047424
6482e46fc573e5a5b20f0468;149;3343788
631e4b3e049b5bbe3145c9f1;149;6684181
63d0e791e25a8ba7ef4ad4b2;149;0
63d0e7d0e25a8ba7ef4ad551;149;0
631e5dea516d7c2adcebc713;148;41736197
631e71a2516d7c2adcec8aaf;148;1773229
63203bcb36adb3394d5005a9;148;709313
63206d6136adb3394d51b55b;148;38693190
64b0efa50c717c0f488e2f89;148;4234781
631e353ff6f16759f9da1c03;147;5433493
63202acf36adb3394d4f7952;147;6704168
63202f3436adb3394d4faddc;147;6418141
63201efc36adb3394d4eb3e2;146;4576847
631e249fdf5e0b1702afabac;146;30409719
631e4777049b5bbe3145b33a;146;43873593
631e2654df5e0b1702afba1e;145;11593955
631e626d516d7c2adcebe3d5;145;3623740
632041f836adb3394d502ccf;145;2850524
631e5f8a516d7c2adcebce85;144;3380504
631e3ed3f6f16759f9da5822;144;3194117
6320314e36adb3394d4fc326;142;5521584
63203ed436adb3394d501d84;141;3859685
633ff13d8774579e6d85c1e0;141;2346793
632039c036adb3394d4ff6ab;140;21103306
631e3725f6f16759f9da2cd7;139;126684783
631e1d24df5e0b1702af7966;138;2215620
631e1fe5df5e0b1702af87e9;138;4057136
631e4b3b049b5bbe3145c9e2;138;4530353
631e44d2049b5bbe3145a0ce;138;8647346
631e44a7049b5bbe31459faf;137;14929859
632023bb36adb3394d4f2e9a;137;4260939
631e2804df5e0b1702afc69c;137;2759326
63203ef636adb3394d501dee;137;4390531
63203f2d36adb3394d501f2b;136;4531286
631e2ec7df5e0b1702aff959;136;6056828
631e6006516d7c2adcebd0e4;136;1178904
63203e3d36adb3394d501c57;136;3002808
63201e0e36adb3394d4e9ec1;135;29158935
63205aea36adb3394d510e65;135;19265750
6320296336adb3394d4f6892;135;30373917
63205a4036adb3394d51091e;135;27742579
6320423b36adb3394d502fd2;134;3513926
631e65f1516d7c2adcec0bc0;134;12537234
6320278136adb3394d4f5570;134;9363361
6320512c36adb3394d50c015;133;4755448
63203c8336adb3394d500c69;133;1395214
63205dd836adb3394d5125b7;133;11014313
631e4d96049b5bbe3145dac0;133;52033812
63202d0536adb3394d4f97b2;133;3645129
63201e8f36adb3394d4eafe9;132;3813407
631e3dabf6f16759f9da4c9b;132;9100889
631e340ef6f16759f9da0ff7;132;339014
63203a0e36adb3394d4ff7f1;131;3849658
631e0abadf5e0b1702af6a6d;131;21455081
631e236ddf5e0b1702afa3e0;130;12350549
632031a536adb3394d4fc50c;130;4561133
6320324b36adb3394d4fcb4b;130;1461102
6320297c36adb3394d4f69a3;130;22438207
631e3db8f6f16759f9da4d28;130;7320707
631e65d2516d7c2adcec0a2e;129;1038648
63d0e6bf4d99757644bed2c4;129;0
6320323f36adb3394d4fcabe;129;17411735
648fc9d65e1a9fda64b2e2c4;129;259792
64d5f265bd36af800a11e67e;129;29844878
631e4873049b5bbe3145b7da;128;88570831
6323705bfa2b0fb2daa2d4bb;128;133122
631e6658516d7c2adcec0f50;128;33601864
631e7215516d7c2adcec8ff3;127;2324589
631e5cc9516d7c2adcebbafd;127;113928836
631e5bb0516d7c2adcebb2d2;127;54671270
63202afd36adb3394d4f7b09;127;2127466
6320493036adb3394d50723f;126;42084588
631e44e1049b5bbe3145a146;126;5080388
631e2134df5e0b1702af93a9;126;9837165
631e21d4df5e0b1702af98c8;126;154652
63206d1b36adb3394d51b36a;125;2972554
631e5de0516d7c2adcebc6ba;125;10432125
64487a66ddd6109c68f753d7;125;36345990
638d9a7cc7a245296b1a0756;124;59154965
631e5f17516d7c2adcebcc10;124;6704825
63201f4936adb3394d4eb7b5;124;9536282
6417faeda941c72c23afd8dd;124;1212282
631e2ea1df5e0b1702aff848;123;3625283
631e3245f6f16759f9d9fb0c;122;2768297
6320320e36adb3394d4fc98b;122;801853
64e420aac885d47c75551a96;122;19781172
631dfe9cdf5e0b1702af5c76;121;9314481
6320352636adb3394d4fe279;121;2446693
653637fe87cdf0e877fc4e88;121;4234109
6320326c36adb3394d4fcd26;121;1067754
631e264ddf5e0b1702afb9f0;121;1222023
63221ad67ff87b9bef424e25;120;8067679
631e4ba5049b5bbe3145cc9e;120;8124235
631e3e6bf6f16759f9da55bc;120;15609656
631e330ef6f16759f9da04a7;120;38433890
631e53a7049b5bbe31461244;120;3274545
64901755470a4ba33f99efb7;120;7667520
63202d1e36adb3394d4f9899;120;48792940
631e4aee049b5bbe3145c7fd;120;43282226
631e4ae1049b5bbe3145c7b5;120;21842269
64b6546ec50ac32878d3a1eb;119;5189436
631e4aa2049b5bbe3145c555;119;47349779
63365c0b32c087543f664020;119;92513408
631e410af6f16759f9da6586;119;43083541
631e529e049b5bbe31460729;119;39775074
631e4792049b5bbe3145b3f6;119;12381041
631e203edf5e0b1702af8bfe;119;9574213
6320298a36adb3394d4f6a4f;119;31741379
631e3da4f6f16759f9da4c35;119;10792080
631e458f049b5bbe3145a582;118;106655962
631e4b39049b5bbe3145c9d3;118;1892350
631e4f0a049b5bbe3145e3db;118;6179657
631e4541049b5bbe3145a3c0;118;23210472
631e3d39f6f16759f9da46b8;118;6388497
632048e936adb3394d507163;117;24741927
631e3eeef6f16759f9da589d;117;8451902
632024bb36adb3394d4f37ad;117;377601
631e64e2516d7c2adcebff63;117;11718882
63203f1136adb3394d501eb1;116;4468378
631e40baf6f16759f9da62d7;116;4252474
631e4b46049b5bbe3145ca1d;115;3440774
631e3367f6f16759f9da0895;115;7017601
631e072adf5e0b1702af659d;115;2149580
631e4a03049b5bbe3145bf83;115;62094403
632031ca36adb3394d4fc6ed;115;778600
631e5b6f516d7c2adcebafa3;115;10505093
631e2ae9df5e0b1702afdfd0;115;14180829
631e3de9f6f16759f9da4f64;115;631610
631e566b049b5bbe314629b4;115;1747338
631e3e4cf6f16759f9da5429;114;24026423
631e46c9049b5bbe3145afb1;114;1638260
63202fd536adb3394d4fb45c;114;1678442
631e544f049b5bbe31461956;114;26994813
631e21b3df5e0b1702af9761;114;4017763
6320513436adb3394d50c08f;113;1778055
63205abf36adb3394d510cf3;113;19039877
631e656b516d7c2adcec05cf;113;33980206
631e485f049b5bbe3145b772;113;56467933
631e24a3df5e0b1702afabc6;113;9752616
631e3c88f6f16759f9da3e9b;112;14088923
631e600e516d7c2adcebd10f;112;968240
631e251adf5e0b1702afb056;112;1609747
63205add36adb3394d510deb;112;14208083
631e6546516d7c2adcec04ad;111;23560429
631e29eddf5e0b1702afd726;111;17491738
6320282336adb3394d4f5c3d;111;27364696
631e3cdaf6f16759f9da42ae;111;16054882
631e2672df5e0b1702afbaff;110;2993982
64264bd2bf784decda7d3bad;110;17193302
631e3d93f6f16759f9da4b38;110;18199099
631e3fc2f6f16759f9da5e6f;110;4196821
631e4f17049b5bbe3145e43b;110;429035
633a8d35f29ac751073dd1f5;110;23041765
631e719c516d7c2adcec8a6b;110;4429410
6320404736adb3394d502370;109;25715159
63203ee036adb3394d501d99;109;3032328
63d0e8c24d99757644bf42d5;109;0
631e3c5df6f16759f9da3cc2;109;27856381
631e471a049b5bbe3145b148;109;31777427
631e3e96f6f16759f9da56ff;109;9921285
63202b4136adb3394d4f81a7;109;9272944
631e4f05049b5bbe3145e3a6;108;14542949
631e27e1df5e0b1702afc54f;108;1476596
64cb78031965fc1392760ba8;108;16260553
631e2916df5e0b1702afd0f3;108;8660306
631e349df6f16759f9da1602;108;12012927
631e3c0bf6f16759f9da393b;107;7197422
631e5006049b5bbe3145ec6f;107;5871210
631e21b7df5e0b1702af9788;107;465115
6320504b36adb3394d50b6c4;107;199584
631e4931049b5bbe3145bb15;107;3720965
63202dfb36adb3394d4f9fcb;106;2082389
63203f0d36adb3394d501ea1;106;4645079
631e4a11049b5bbe3145c00a;106;35754545
631e3f6bf6f16759f9da5b04;106;30606756
631e6348516d7c2adcebed0c;106;2331032
63d0e528e25a8ba7ef4acec1;106;0
631e0fe2df5e0b1702af6f0a;106;55313370
6320578936adb3394d50f675;105;13861713
639ad16ffee1688b9e3482c8;105;14284388
631e648e516d7c2adcebfb87;105;19641054
631e49f0049b5bbe3145bef0;105;78813804
631e08a2df5e0b1702af6728;105;8347783
631e32a2f6f16759f9d9ffe5;104;12307128
632a780f132c07ff0611b6f1;104;98359
631e5ef8516d7c2adcebcb75;103;6358814
631e45c2049b5bbe3145a73a;103;42533473
63eb378fdd5e77f9b1d6f64f;103;11538854
631e4bdc049b5bbe3145ce00;103;791817
6320313636adb3394d4fc227;103;397143
631e202fdf5e0b1702af8b7a;102;37652071
631e0b6edf5e0b1702af6b24;102;10856028
63202a5236adb3394d4f73e7;102;9006784
632059b636adb3394d5105cf;102;9652748
63206dd236adb3394d51b866;102;101527659
6320233136adb3394d4ee084;102;3416378
632031a236adb3394d4fc4db;102;5257207
63201da136adb3394d4e9a93;102;2200319
631e4ca3049b5bbe3145d51b;102;51235395
63202adc36adb3394d4f79ce;102;13978030
64e6ba325d133ed829555599;102;20390916
631e4e11049b5bbe3145dcd0;101;20238070
64a6231691c0c45d417322f4;101;0
631e68db516d7c2adcec2b1e;101;61799
631e410ef6f16759f9da65b0;101;40863594
631e07dadf5e0b1702af6661;100;9658426
631e3742f6f16759f9da2e0e;100;1471823
631e65f6516d7c2adcec0bf0;100;59254722
631e4ed6049b5bbe3145e1f8;100;37546922
631e2560df5e0b1702afb141;100;6618688
631e45b7049b5bbe3145a6d8;100;43975925
631e29e6df5e0b1702afd6df;100;15357702
6320258436adb3394d4f3fb5;100;25617169
6482fe64c573e5a5b2115f8e;99;1639671
631e3cc7f6f16759f9da41c3;99;9842646
632023ec36adb3394d4f3089;99;17085453
631e61e5516d7c2adcebddfe;99;1135148
632050bf36adb3394d50bae7;99;45038953
631e656d516d7c2adcec05e5;99;32548502
631e64c7516d7c2adcebfe23;99;545203
631e2928df5e0b1702afd1b6;99;7699268
631e2466df5e0b1702afaa4e;99;18700262
631e4e83e5e161518eff56a8;98;0
6320278536adb3394d4f559c;98;8537586
631e33faf6f16759f9da0f09;97;5550867
63204ba036adb3394d508cf7;97;37050048
641808e08eaa289c80d2cb1a;97;3961869
631e3cc4f6f16759f9da41a9;97;604274
6320273136adb3394d4f5253;97;1461933
631e5dd7516d7c2adcebc674;96;34069732
631e4094f6f16759f9da623b;96;12412983
631e5b55516d7c2adcebaeb0;96;4520539
6672c200f51b51f7bbab4788;96;0
63201f6636adb3394d4eb880;96;18334585
63d0e9e3e25a8ba7ef4adefd;96;0
63d0e9a0e25a8ba7ef4ade31;96;0
631e5da0516d7c2adcebc429;96;41274899
63203af236adb3394d5000a3;95;3490104
631e4da1049b5bbe3145db06;95;9424726
631e460ee5e161518efd0dd7;95;0
631e2016df5e0b1702af8a63;95;10383167
631e4991049b5bbe3145bd30;95;3671986
632031cd36adb3394d4fc707;95;336880
631e22f0df5e0b1702af9e6d;95;229770
6320556e36adb3394d50e70b;95;412031
631e461ee5e161518efd3852;94;0
631e4611e5e161518efd1544;94;0
632049b936adb3394d5077ff;94;2854474
63bbc47e0ab8fea676a96f16;94;0
63202b5d36adb3394d4f828c;94;5594439
6320327036adb3394d4fcd54;94;1855454
631e64f2516d7c2adcec0007;93;2430691
631e4643049b5bbe3145ab6f;93;19621683
631e4611049b5bbe3145a995;93;67439269
632057b936adb3394d50f81e;93;6006287
631dfcd4df5e0b1702af5a7b;93;4716414
63202e3c36adb3394d4fa1ec;93;22139720
63563b3009aa94d17ace49ce;93;23683411
631e4c8f049b5bbe3145d4d5;93;37255086
631e3c2ff6f16759f9da3ab3;93;14892198
63204c2036adb3394d50924a;92;9339968
631e2676df5e0b1702afbb19;92;1985338
631e2320df5e0b1702afa057;92;37046166
636a295534a757970d95430a;92;42352840
631e4715049b5bbe3145b12b;91;27665944
63205ace36adb3394d510d6d;91;24361884
631e443c64d4c49f61270388;91;36590074
631e3156f6f16759f9d9f17f;91;15125250
6320479236adb3394d50666e;90;19686878
631e3e05f6f16759f9da50a0;90;41441465
63201f0736adb3394d4eb487;90;20592555
6320320b36adb3394d4fc94e;90;2996301
64c884e5585a2aa6eebaeb0c;90;21219488
631e115cdf5e0b1702af7091;90;11867703
631e21f4df5e0b1702af9a4a;90;26132589
631e461f049b5bbe3145aa42;90;2936472
63205d1436adb3394d512024;90;16521891
638dacdbc7a245296b1f9e45;89;38949551
6320309c36adb3394d4fbbfb;89;1970270
631e441d64d4c49f61270229;89;274649
63204e7236adb3394d50a62b;89;6816256
631e4d49049b5bbe3145d88a;89;575231
6320334c36adb3394d4fd2b6;88;14555185
631dfd7cdf5e0b1702af5b5c;88;4581520
6482f920c573e5a5b211201a;88;952658
63203fe536adb3394d502209;88;8876767
63f70d2b5d6d5e7058986e8d;88;3522162
6320257036adb3394d4f3efd;88;8617156
6320556136adb3394d50e6e0;88;438366
6320312c36adb3394d4fc19d;88;262059
63202a2b36adb3394d4f720b;88;622286
634695ac8bf75cbc979e139a;87;3927350
63202a3936adb3394d4f72a9;87;8952787
631ffdee8954e00ea620d8cc;87;7778936
631e480f049b5bbe3145b629;87;623883
631e3cbaf6f16759f9da414c;87;71837472
631e4d30049b5bbe3145d7e8;87;1486617
6320452b36adb3394d504cba;87;6881756
631e2496df5e0b1702afab4d;87;10929603
631e457d049b5bbe3145a514;87;1497
631dfd14df5e0b1702af5aea;86;3683717
631e664e516d7c2adcec0efc;86;11529728
631e4010f6f16759f9da6059;86;15247920
631e4a5b049b5bbe3145c2ee;86;13659172
631e443464d4c49f6127030a;86;24257497
631e215bdf5e0b1702af94c8;86;259078
631e6230516d7c2adcebe10c;86;2271932
640ee09352d88ad59190b4ec;86;13782920
631e5c6c516d7c2adcebb79c;85;8286677
631e4517049b5bbe3145a2bb;85;7394763
63205d7e36adb3394d512348;85;10989707
63202bf536adb3394d4f8a09;85;9735452
6320578036adb3394d50f5f5;85;20943882
631e477a049b5bbe3145b347;85;23988797
631e49fc049b5bbe3145bf40;85;0
6320223236adb3394d4ed654;85;41628057
631e4f7b049b5bbe3145e6be;85;9379149
631e6499516d7c2adcebfbf4;85;21239716
631e282edf5e0b1702afc88e;85;1473784
631e4f69049b5bbe3145e635;85;15789930
63201b96136938063afce39e;85;7597949
631e657e516d7c2adcec067d;84;7154044
631e4e74049b5bbe3145de67;84;6672368
631e231bdf5e0b1702afa013;84;35694415
650a55d1321f5c8553fb5059;84;2116102
63204efb36adb3394d50aabe;84;8475077
